Qty-1,Part References,Value,Package,Mfg Part Num,Mfg Name,VID,Vendor Part Num,Description,Type,Tolerance,Voltage Rating,Package,Value,XREF
6,"X1, X2, X3, X4, X5, X6",,MICROFIT-6-DUAL-RA-SMD,43045-0609,Molex,NW,71H3391,Micro-Fit header, 6pos, RA, SMD, with solder tabs,Connector,*,*,*,*,REF53
1,"C1",2.2u,0603-CAP,GRM188R61E225KA12D,Murata,NW,13T1193,Capacitor, Ceramic, 2.2UF, 10%, 25V, 0603, X5R,Capacitor,10%,25V,603,2.2 uF,REF21
